ORF,max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
YOL156W,3485,2667,1042,6081,1475
YOL157C,3190,3119,2675,3200,575
YOL158C,4812,6141,6142,4221,1892
YOL159C,4685,6430,2048,4729,2854
YOL159C-A,6430,4729,2854,4761,6411
YOL160W,3196,5726,3180,4075,3186
YOL161C,5548,3491,2362,4076,4588
YOL162W,5725,5726,1760,4484,4069
YOL163W,5724,5726,4069,1760,4484
YOL164W,5725,5724,6410,3891,4069
YOL164W-A,4065,5769,-2,-2,-2
YOL165C,6246,767,-2,5729,1684
YOL166C,3200,3484,4263,5728,3196
YOL166W-A,768,2091,6288,1713,247
YOR001W,2848,2534,2829,2466,694
YOR002W,6392,5342,211,2611,5499
YOR003W,705,1694,2305,6428,160
YOR004W,3769,6381,929,4700,6035
YOR005C,2186,5060,4863,217,4374
YOR006C,5574,3039,708,5792,831
YOR007C,5671,5908,400,4038,5177
YOR008C,4491,238,3355,4447,6635
YOR008C-A,4065,1172,4277,2329,1490
YOR008W-B,-2,-2,-2,-2,-2
YOR009W,5743,3648,1976,3022,579
YOR010C,5715,4588,4120,2995,96
YOR011W,5741,3648,817,3617,1264
YOR011W-A,4065,4335,1972,166,-2
YOR012W,5746,1141,2484,3193,4840
YOR013W,5745,2429,4634,4105,2133
YOR014W,2288,16,910,968,5811
YOR015W,4065,4636,5747,1601,1468
YOR016C,2093,4613,84,2299,5562
YOR017W,6185,5063,3475,3328,6692
YOR018W,1868,1983,6075,3921,1548
YOR019W,6614,1156,3383,2791,5073
YOR020C,4366,294,4954,6405,5981
YOR020W-A,2977,5508,6689,2908,1354
YOR021C,5301,2669,5630,3116,5091
YOR022C,975,6654,5161,3132,3873
YOR023C,739,1219,2637,1518,1981
YOR024W,5759,2690,4008,5760,650
YOR025W,2131,4011,2840,4312,3375
YOR026W,2212,213,3286,6373,3270
YOR027W,4954,1265,6405,4038,4319
YOR028C,4093,2986,5381,2242,4605
YOR029W,4065,5762,5761,5737,6623
YOR030W,5420,4817,2717,6023,3064
YOR031W,2813,2263,4535,4740,2810
YOR032C,5262,6162,5415,2430,1773
YOR032W-A,74,5206,-2,-2,-2
YOR033C,4931,5647,1134,2937,4958
YOR034C,5452,1167,1529,5552,4984
YOR034C-A,152,5971,2542,2464,3025
YOR035C,2773,6405,31,4954,3801
YOR036W,4968,2191,4377,1540,4176
YOR037W,46,3755,5801,1670,3543
YOR038C,3637,486,3375,129,565
YOR039W,5797,3051,2461,2306,4675
YOR040W,4601,1609,1328,953,957
YOR041C,2165,793,3610,6538,5778
YOR042W,2052,207,2764,6578,5777
YOR043W,4020,4789,4101,3728,6199
YOR044W,1331,1419,5562,5749,4634
YOR045W,6593,5185,4814,4974,5250
YOR046C,3138,987,6331,1238,2602
YOR047C,3703,974,914,1548,2101
YOR048C,2346,5731,1345,1279,5573
YOR049C,2667,5894,4462,2106,123
YOR050C,1198,6171,4029,1216,4277
YOR051C,1773,4492,6124,4681,6247
YOR052C,5146,4482,789,1916,1127
YOR053W,372,3,5790,995,4
YOR054C,2663,3103,1243,3756,4617
YOR055W,626,4338,5223,5874,-2
YOR056C,522,5330,3816,831,5886
YOR057W,6405,4954,1389,3262,4984
YOR058C,1695,189,6603,4748,3286
YOR059C,789,6134,475,6610,1989
YOR060C,3780,4187,2209,3350,6476
YOR061W,2113,5775,2461,1385,3769
YOR062C,3703,5357,2501,2990,3616
YOR063W,846,298,446,6560,1804
YOR064C,177,6488,3576,4582,6289
YOR065W,6664,4053,4121,3617,6692
YOR066W,3979,424,1853,4285,5822
YOR067C,2611,5342,6392,5499,5732
YOR068C,5805,1962,2398,641,2397
YOR069W,5871,3310,2760,3418,6114
YOR070C,1997,2309,4598,3299,1750
YOR071C,851,2645,23,2840,4655
YOR072W,5809,5808,3397,3066,1098
YOR072W-A,5808,-2,-2,-2,-2
YOR072W-B,6420,1045,2182,3689,1224
YOR073W,2571,1306,6373,5747,364
YOR073W-A,5813,-2,-2,-2,-2
YOR074C,527,5985,3552,2917,943
YOR075W,2194,4108,1569,4377,3873
YOR076C,5111,694,5573,5355,5702
YOR077W,3133,1156,813,5803,3625
YOR078W,6606,3495,5190,2975,783
YOR079C,3599,3037,3851,1252,5382
YOR080W,1389,907,5693,556,1960
YOR081C,3148,3813,5094,3968,5993
YOR082C,5822,2434,2527,4196,1487
YOR083W,424,47,4285,1853,5435
YOR084W,2046,920,1295,166,3148
YOR085W,2325,4910,3259,1624,5841
YOR086C,342,221,1863,3887,174
YOR087W,2601,2097,4072,615,1585
YOR089C,4705,1,1880,5419,1566
YOR090C,1934,736,492,5186,2154
YOR091W,41,1193,2555,6465,220
YOR092W,1773,820,4792,330,1542
YOR093C,932,6469,4840,2502,1916
YOR094W,1997,186,1650,5868,1212
YOR095C,3381,695,6532,3857,2961
YOR096W,846,298,446,6560,1804
YOR097C,5937,6405,750,3768,531
YOR098C,85,3138,3735,2492,4463
YOR099W,1554,476,265,3451,6207
YOR100C,4644,105,1743,1732,5235
YOR101W,4424,3262,6367,3429,403
YOR102W,5841,4681,5272,-2,-2
YOR103C,2325,5824,4910,3259,1624
YOR104W,27,176,6391,3580,6617
YOR105W,3072,5260,2947,4475,1818
YOR106W,4968,2311,4176,4516,175
YOR107W,1738,2751,5960,4715,6051
YOR108C-A,-2,-2,-2,-2,-2
YOR108W,2102,3511,3646,5222,4865
YOR109W,5390,4418,3887,1255,2047
YOR110W,383,6163,1424,2417,0
YOR111W,1036,5521,2766,3534,1245
YOR112W,3880,4405,4800,5007,5853
YOR113W,998,6093,112,5483,3715
YOR114W,5851,6661,6659,5855,5852
YOR115C,1477,3969,1544,1297,529
YOR116C,6569,3817,5955,6663,5231
YOR117W,3258,4699,6009,2777,1739
YOR118W,1000,6053,2402,2130,3960
YOR119C,5792,5330,5886,831,522
YOR120W,4676,2012,1789,4861,2723
YOR121C,5859,1905,-2,-2,-2
YOR122C,1998,5394,4062,3187,800
YOR123C,555,4543,2344,5705,4610
YOR124C,3463,5877,1868,234,6487
YOR125C,4721,5653,2640,1251,4304
YOR126C,442,6253,4981,6135,2301
YOR127W,4335,3142,6635,5205,48
YOR128C,2334,1478,92,1649,5078
YOR129C,5832,186,429,4198,5348
YOR130C,4816,1799,2766,5612,2213
YOR131C,1156,1564,3381,610,393
YOR132W,5805,3310,2760,3418,3980
YOR133W,2220,5593,4455,2060,6291
YOR134W,6635,238,2006,1906,4491
YOR135C,5875,5791,626,3406,1616
YOR136W,5148,4417,3149,1189,3466
YOR137C,2101,6316,1352,5075,5668
YOR138C,5863,1868,5051,2653,2687
YOR139C,5879,-2,-2,-2,-2
YOR140W,3227,337,6367,371,1851
YOR141C,5173,1395,4135,1966,2247
YOR142W,3149,2629,1189,4053,3814
YOR142W-A,5006,4270,4051,1180,3996
YOR142W-B,5006,5142,5141,257,4270
YOR143C,6427,5609,6378,349,350
YOR144C,3563,5416,4833,343,5651
YOR145C,6435,3327,5066,3769,522
YOR146W,5886,5232,6358,-2,-2
YOR147W,8,5558,2318,3290,4296
YOR148C,5480,6559,989,4048,3849
YOR149C,4043,2239,3508,4171,252
YOR150W,161,410,4566,3321,707
YOR151C,2369,2916,2166,2433,2139
YOR152C,4426,207,6507,5638,3450
YOR153W,2106,123,2667,4040,3144
YOR154W,5360,1117,1887,4516,848
YOR155C,4312,2323,1469,2374,4443
YOR156C,1582,835,1645,6176,1459
YOR157C,3258,4699,6009,2777,1739
YOR158W,1408,6169,2689,3596,1218
YOR159C,989,4652,6552,1894,3517
YOR160W,3880,1502,4405,4987,267
YOR161C,2408,3995,2528,4867,5431
YOR161C-C,-2,-2,-2,-2,-2
YOR161W-A,-2,-2,-2,-2,-2
YOR161W-B,-2,-2,-2,-2,-2
YOR162C,123,4462,2402,2106,4282
YOR163W,407,2124,1049,1100,1499
YOR164C,5671,873,5737,400,2114
YOR165W,6485,5814,1284,1569,2194
YOR166C,1450,5259,855,3999,4481
YOR167C,2244,4111,846,298,446
YOR168W,2201,2649,6322,205,1073
YOR169C,5912,2823,4372,1008,206
YOR170W,5915,5913,2823,-2,-2
YOR171C,3397,1350,3954,3670,1353
YOR172W,6586,4282,4583,6645,4858
YOR173W,2633,4740,984,4379,4281
YOR174W,5695,1364,223,6638,528
YOR175C,5292,133,823,5477,2552
YOR176W,1731,894,1083,1080,1283
YOR177C,5648,2267,4331,2963,1019
YOR178C,1876,3870,4365,818,295
YOR179C,4199,51,5345,1357,1876
YOR180C,2304,3909,1295,4294,2250
YOR181W,4335,2882,1998,800,4452
YOR182C,2244,4111,846,298,446
YOR183W,5926,5937,5946,5957,5928
YOR184W,3095,1815,2592,715,10
YOR185C,4450,1032,5007,1725,4463
YOR186C-A,-2,-2,-2,-2,-2
YOR186W,4409,4065,689,3394,3590
YOR187W,1681,3321,229,5115,5301
YOR188W,469,1906,1856,214,48
YOR189W,1966,4135,1833,1236,770
YOR190W,4413,3190,5962,2668,4396
YOR191W,1858,4128,6438,609,5943
YOR192C,1508,4619,5835,851,5927
YOR192C-A,5006,4748,4270,4051,1180
YOR192C-B,5006,4270,4051,1180,3996
YOR192C-C,1885,4362,1137,1317,1889
YOR193W,5707,637,1390,5924,433
YOR194C,3724,2166,1473,5958,6660
YOR195W,2469,1695,2155,2288,2925
YOR196C,4345,3301,3705,52,3618
YOR197W,5431,5241,3474,1961,5545
YOR198C,3340,2853,609,6093,938
YOR199W,-2,-2,-2,-2,-2
YOR200W,5949,4427,903,5969,1101
YOR201C,2233,5948,2669,4853,5091
YOR202W,3140,610,523,597,3032
YOR203W,5952,5950,3139,-2,-2
YOR204W,2543,5699,2144,3849,305
YOR205C,2507,2942,4566,4853,2474
YOR206W,5066,1869,2856,802,4278
YOR207C,6569,2916,3817,6663,5855
YOR208W,4197,2781,138,2410,774
YOR209C,2131,2080,4443,2374,5247
YOR210W,3558,6569,2916,3724,3817
YOR211C,444,1542,3083,2472,5292
YOR212W,2751,3580,1142,1738,4579
YOR213C,4886,1225,5225,2366,2637
YOR214C,6290,5935,2429,2712,786
YOR215C,6466,5323,3579,5264,3836
YOR216C,829,1908,3855,1589,2149
YOR217W,3563,344,5651,5416,343
YOR218C,5965,2823,6403,5272,3266
YOR219C,5361,2302,5535,139,1810
YOR220W,5567,3833,1014,2909,2711
YOR221C,3721,1788,4978,3869,5485
YOR222W,3118,6294,6516,4417,361
YOR223W,5627,864,3699,152,2542
YOR224C,3558,6569,2369,2916,3724
YOR225W,956,2861,2820,1311,2637
YOR226C,596,894,6419,1772,2112
YOR227W,4577,1876,955,3921,5005
YOR228C,2935,2628,4052,5977,4359
YOR229W,5976,2563,5978,11,4780
YOR230W,2563,4562,3282,5977,11
YOR231C-A,4065,4012,6005,1215,-2
YOR231W,6635,4033,3355,2781,6247
YOR232W,3036,3540,4090,3364,3407
YOR233W,3548,4809,25,4670,3020
YOR234C,904,2244,4111,298,846
YOR235W,1292,4338,3406,6173,4634
YOR236W,5813,4870,5989,539,4141
YOR237W,4834,3648,5741,6031,3321
YOR238W,4065,2929,2887,3999,2408
YOR239W,1998,1170,4134,3671,6606
YOR241W,339,5985,2588,4141,539
YOR242C,2892,2267,6512,2605,2714
YOR243C,6376,5418,4278,5630,6200
YOR244W,2858,1981,3576,5142,2637
YOR245C,5477,5488,4929,5094,3991
YOR246C,5075,4743,2841,541,5614
YOR247W,5996,3147,3802,5426,4194
YOR248W,5995,1813,4905,2061,5426
YOR249C,5295,3237,4212,2068,1312
YOR250C,1279,4815,2140,6565,4386
YOR251C,596,2879,5237,2310,2089
YOR252W,3151,4134,6043,5228,6035
YOR253W,2761,810,6509,6590,5629
YOR254C,4498,3290,6252,1123,4404
YOR255W,3931,6494,1302,4939,3294
YOR256C,566,5682,5419,5672,1957
YOR257W,4012,1200,370,1915,5626
YOR258W,5385,3785,141,4918,5187
YOR259C,3258,4699,6009,2777,1739
YOR260W,3501,1744,3926,1262,2454
YOR261C,3258,4699,2777,1739,2143
YOR262W,3567,5892,889,1603,6037
YOR263C,6012,-2,-2,-2,-2
YOR264W,6011,5538,5158,1867,5453
YOR265W,1996,6106,1723,5270,4736
YOR266W,2432,880,1905,451,274
YOR267C,6463,2101,2513,6619,5037
YOR268C,1651,2926,4767,4065,3372
YOR269W,3955,609,4360,4984,1191
YOR270C,1655,4574,4808,389,2384
YOR271C,567,2993,3326,77,3519
YOR272W,6435,3327,5066,1869,2856
YOR273C,2505,4685,1214,6215,3024
YOR274W,1161,135,981,5650,3432
YOR275C,4107,2717,4916,2141,5420
YOR276W,5699,3879,2144,2543,5034
YOR277C,6024,6403,2823,1008,4056
YOR278W,985,2134,1083,1731,1283
YOR279C,5622,1366,360,3135,1196
YOR280C,4461,4279,5985,475,5356
YOR281C,3371,919,1229,3271,1263
YOR282W,1087,6029,6306,6031,4834
YOR283W,666,2948,2639,6450,5107
YOR284W,1146,6644,5566,2922,4714
YOR285W,2586,5999,2879,804,576
YOR286W,2586,2879,5999,1072,2164
YOR287C,1355,3769,5734,642,4764
YOR288C,66,3290,3015,4742,623
YOR289W,4740,5917,2372,276,4696
YOR290C,3441,565,6491,5492,6172
YOR291W,3612,6573,6649,368,1167
YOR292C,1878,4962,5534,1104,6213
YOR293C-A,6490,1186,2492,-2,-2
YOR293W,846,298,446,6560,1804
YOR294W,5066,2808,1869,5228,2174
YOR295W,4226,147,5044,3280,136
YOR296W,2720,4065,3130,370,4976
YOR297C,3814,3311,348,997,1648
YOR298C-A,1897,357,5117,6405,1265
YOR298W,1936,823,6003,1472,3532
YOR299W,4445,3359,5009,3927,972
YOR300W,6049,3,5008,460,2817
YOR301W,4167,2411,4470,4715,6581
YOR302W,6053,3604,271,1914,2896
YOR303W,3604,6052,3348,950,5612
YOR304C-A,4434,3278,1409,5394,703
YOR304W,2230,1162,5142,3323,121
YOR305W,6575,4174,5336,4045,2526
YOR306C,6409,5678,1287,1508,2790
YOR307C,1997,4640,4377,829,99
YOR308C,5900,1894,3517,4233,4384
YOR309C,6061,4300,5954,5630,2174
YOR310C,3327,5066,3643,3769,522
YOR311C,4929,1574,1340,1235,279
YOR312C,846,298,446,6560,1804
YOR313C,2910,1879,1172,1581,616
YOR314W,6424,3672,4098,6059,3469
YOR314W-A,-2,-2,-2,-2,-2
YOR315W,3708,3946,1521,5264,2899
YOR316C,3851,3037,5510,4215,2355
YOR316C-A,4065,3011,-2,-2,-2
YOR317W,2304,291,3858,5020,2150
YOR318C,4427,5969,587,756,3072
YOR319W,3849,4652,6552,813,3215
YOR320C,1507,1445,1894,265,6337
YOR321W,866,868,24,3641,1296
YOR322C,1868,2050,234,5751,5051
YOR323C,1356,4565,2786,1742,2790
YOR324C,5040,6078,173,4538,3256
YOR325W,6077,6603,-2,-2,-2
YOR326W,2202,2309,1957,1998,644
YOR327C,4951,6397,1540,4968,5569
YOR328W,2667,1108,123,2106,3485
YOR329C,3115,1876,3212,128,5199
YOR329W-A,-2,-2,-2,-2,-2
YOR330C,1995,2756,6103,2937,2120
YOR331C,6086,1271,5201,2326,1101
YOR332W,1655,4574,4808,389,2384
YOR333C,6088,1790,2278,-2,-2
YOR334W,5690,3396,6087,4618,3730
YOR335C,2568,380,6322,2767,6490
YOR335W-A,6089,-2,-2,-2,-2
YOR336W,66,6627,5732,2116,502
YOR337W,120,6093,4398,4578,6101
YOR338W,5852,3340,5178,5357,809
YOR339C,777,3685,3885,2183,5693
YOR340C,3558,6096,6569,2916,5371
YOR341W,3558,6569,2916,5955,3797
YOR342C,2974,4065,183,2808,5954
YOR343C,5039,1174,2565,1485,1778
YOR343W-A,3654,5006,6192,-2,4072
YOR343W-B,5006,4270,4051,1180,3996
YOR344C,6162,3555,5668,5322,2065
YOR345C,2168,2335,4583,3702,6103
YOR346W,6329,1489,344,4114,4972
YOR347C,463,6450,3693,5107,2639
YOR348C,4227,3886,2790,990,3240
YOR349W,4898,1723,6013,1996,5270
YOR350C,2606,6682,6169,6349,6688
YOR351C,4371,3093,1341,1935,2127
YOR352W,3169,1530,6482,4087,881
YOR353C,3866,1993,2870,5283,3153
YOR354C,5070,1411,6161,2203,5031
YOR355W,5256,4143,409,6704,402
YOR356W,6459,2591,5512,2640,4304
YOR357C,3310,2760,3418,5475,5805
YOR358W,2337,143,3781,1162,6055
YOR359W,1919,4023,2937,5524,284
YOR360C,3262,2348,3049,3429,6367
YOR361C,6499,3643,1844,1499,3501
YOR362C,3258,4699,6009,2777,1739
YOR363C,60,6281,2846,5327,1289
YOR364W,6122,2193,5277,-2,-2
YOR365C,6123,6121,6151,6149,6148
YOR366W,6122,2011,-2,-2,-2
YOR367W,1170,1437,1957,623,1590
YOR368W,4400,6358,399,1268,1928
YOR369C,846,298,446,6560,1804
YOR370C,3287,6649,4598,1957,1997
YOR371C,1738,5635,403,2217,3049
YOR372C,4795,5183,3155,424,4748
YOR373W,94,4809,4670,3548,5982
YOR374W,5023,62,3181,4240,5081
YOR375C,950,6492,995,71,3778
YOR376W,5795,3193,3192,6135,1553
YOR376W-A,5795,3193,3192,6135,1553
YOR377W,5865,6253,442,2301,4981
YOR378W,6137,569,6149,6151,5526
YOR379C,6136,456,3363,750,5647
YOR380W,4387,5894,5276,5906,2953
YOR381W,4130,4812,2167,1892,6141
YOR381W-A,4065,1601,2091,-2,-2
YOR382W,6142,4221,1699,2223,2732
YOR383C,6141,2740,2732,4221,4812
YOR384W,855,4130,2167,5003,6142
YOR385W,5100,5567,308,5104,253
YOR386W,5396,6368,1923,5692,4459
YOR387C,2356,2358,5714,3949,5377
YOR388C,3326,6431,849,3753,1498
YOR389W,6446,6151,6149,6447,6122
YOR390W,6151,6122,6148,6448,6152
YOR391C,4601,5776,1328,5106,6449
YOR392W,6149,6122,6148,6152,6154
YOR393W,3826,6104,45,6450,790
YOR394C-A,6155,6156,6288,3784,2595
YOR394W,6451,6151,6149,6122,5741
YOR396C-A,6156,6153,6288,3784,-2
YOR396W,6155,1621,6153,1619,1620
YPL001W,1689,3375,4034,5141,257
YPL002C,4542,6223,4832,3597,589
YPL003W,4419,6524,1180,907,3594
YPL004C,2457,6612,4842,5658,4782
YPL005W,6689,1411,2203,4150,5031
YPL006W,1868,6101,5766,817,1413
YPL007C,1424,0,383,2417,5849
YPL008W,4833,6595,2055,5396,595
YPL009C,1394,5021,900,2418,435
YPL010W,2234,5413,2084,1289,921
YPL011C,4725,2208,4706,4616,4753
YPL012W,3267,831,3327,5066,5228
YPL013C,1218,6636,2226,410,3664
YPL014W,6423,2381,4162,3112,4197
YPL015C,2756,2131,2840,4277,4240
YPL016W,3441,565,6038,5492,2715
YPL017C,5186,1189,492,1934,3149
YPL018W,2562,1376,1306,4501,482
YPL019C,3269,1802,4735,2906,116
YPL020C,1582,835,5089,1459,5897
YPL021W,2501,4095,96,5798,3616
YPL022W,4972,87,2643,4703,1455
YPL023C,2222,539,339,5813,4141
YPL024W,4958,4340,1455,501,2937
YPL025C,5313,5034,852,5205,2220
YPL026C,974,4603,3584,2193,3154
YPL027W,3931,18,3294,4421,5198
YPL028W,4738,5514,4979,2304,6276
YPL029W,5063,4984,1240,5573,5750
YPL030W,5418,981,885,2332,146
YPL031C,5550,2617,398,2065,6383
YPL032C,2822,4137,2873,1303,5283
YPL033C,636,1570,4376,3425,297
YPL034W,6191,4211,5362,4988,6366
YPL035C,6190,1331,1739,-2,-2
YPL036W,259,5041,3316,2101,4122
YPL037C,2971,5687,5593,5301,1844
YPL038W,5220,3555,3223,3062,1632
YPL038W-A,4065,3587,1090,-2,-2
YPL039W,4065,3725,-2,-2,-2
YPL040C,6322,1824,681,5370,4502
YPL041C,1798,6199,5499,4070,3687
YPL042C,1513,738,5136,5695,4154
YPL043W,5066,2808,5228,2856,2174
YPL044C,6200,2536,5297,6095,-2
YPL045W,4516,1,5003,848,1566
YPL046C,5693,5353,907,2367,1389
YPL047W,5708,4994,370,1219,1461
YPL048W,6539,2,377,1100,5090
YPL049C,1551,2851,337,2410,138
YPL050C,3570,1296,3448,2132,265
YPL051W,1685,3261,6509,1937,676
YPL052W,3861,3019,3102,5988,2482
YPL053C,1715,3451,3876,3556,265
YPL054W,819,4495,4235,4807,3177
YPL055C,845,120,1275,2153,4994
YPL056C,2181,6098,6040,4364,4529
YPL057C,1108,286,3665,5025,1326
YPL058C,4682,2667,4040,2513,2608
YPL059W,6525,55,4039,53,2112
YPL060C-A,-2,-2,-2,-2,-2
YPL060W,5690,3730,4930,5579,3396
YPL061W,4240,62,5081,6132,5642
YPL062W,3322,3790,1104,224,1198
YPL063W,4974,3036,2400,4090,3364
YPL064C,4984,721,35,5480,4048
YPL065W,6158,4542,3663,589,4203
YPL066W,4550,983,4860,6225,1690
YPL067C,4589,5308,6224,308,2736
YPL068C,4700,2794,6061,5066,1816
YPL069C,3432,2968,6276,5514,973
YPL070W,4705,5208,3914,5827,4600
YPL071C,4065,6580,4090,1923,2033
YPL072W,6231,4488,4103,3919,3758
YPL073C,6230,3433,4345,1788,-2
YPL074W,5203,3936,1407,5831,4349
YPL075W,5322,5339,4056,667,5676
YPL076W,6337,2600,1507,5057,5149
YPL077C,6572,6305,6173,4065,2474
YPL078C,6440,3678,1444,6477,772
YPL079W,904,2244,4111,298,846
YPL080C,-2,-2,-2,-2,-2
YPL081W,846,298,446,6560,1804
YPL082C,1897,4984,6545,2656,1911
YPL083C,4189,88,4813,3347,3475
YPL084W,4107,1105,4832,6646,3706
YPL085W,975,4311,2866,6654,3132
YPL086C,4504,6260,2583,2965,5093
YPL087W,4367,5915,3954,3397,3670
YPL088W,1683,5728,502,5215,5431
YPL089C,2781,3835,4197,447,1853
YPL090C,846,298,446,6560,1804
YPL091W,2593,4126,3690,5352,5602
YPL092W,2354,2735,3970,3584,2618
YPL093W,5066,1869,2856,802,6375
YPL094C,4498,6002,1823,1123,4404
YPL095C,2180,5865,3762,2297,2258
YPL096C-A,2600,6234,6337,5057,5149
YPL096W,1668,970,2253,2418,1915
YPL097W,1055,4502,5654,1324,1073
YPL098C,2400,3407,3364,6221,4090
YPL099C,3236,1443,164,2549,3109
YPL100W,5365,925,6280,488,207
YPL101W,5093,6244,4504,2583,2965
YPL102C,2854,6262,1501,4635,5093
YPL103C,3931,1293,2973,3762,5292
YPL104W,2859,5585,2553,4028,6256
YPL105C,5645,5699,1798,3742,1499
YPL106C,5117,5761,5177,6405,4954
YPL107W,6267,6297,6272,6258,6302
YPL108W,6132,6266,6297,6272,6258
YPL109C,6643,6616,5653,3608,4721
YPL110C,4665,3181,4754,5560,4756
YPL111W,4565,3348,3861,2766,479
YPL112C,1390,5707,836,637,4975
YPL113C,6273,6267,6297,6266,1987
YPL114W,6272,4892,-2,-2,-2
YPL115C,4335,48,469,5424,6423
YPL116W,2292,6526,5456,5553,812
YPL117C,3432,5514,2968,4738,4979
YPL118W,1774,1408,2689,6169,1077
YPL119C,3849,4984,305,6251,3746
YPL119C-A,4458,2765,3779,2529,330
YPL120W,925,207,4346,2049,354
YPL121C,2846,1935,6120,60,3905
YPL122C,3035,1925,916,1367,2916
YPL123C,307,5917,6349,5023,2633
YPL124W,6422,3707,5311,1418,56
YPL125W,1852,2110,2856,2341,3628
YPL126W,5559,831,3327,4300,6606
YPL127C,257,5142,5561,258,5141
YPL128C,4493,5339,2442,4327,3784
YPL129W,2369,2569,1897,565,4706
YPL130W,5962,4672,2712,5122,2962
YPL131W,846,298,446,6560,1804
YPL132W,287,4029,4019,1888,3829
YPL133C,5056,3349,3781,1267,1548
YPL134C,3118,5970,500,361,4417
YPL135C-A,-2,-2,-2,-2,-2
YPL135W,894,596,6419,2112,1772
YPL136W,6298,6266,6267,6272,6258
YPL137C,6297,4577,2157,1876,33
YPL138C,2887,4097,86,1541,440
YPL139C,5456,352,847,4830,3104
YPL140C,3355,2781,3835,4033,6635
YPL141C,3020,6267,6297,6266,76
YPL142C,6304,2198,6502,4145,1599
YPL143W,904,2244,4111,846,298
YPL144W,4103,3881,4302,2638,438
YPL145C,4834,3887,2838,5390,3339
YPL146C,2808,5228,1869,6251,4091
YPL147W,3909,3865,1732,5707,4294
YPL148C,3869,2498,4345,4202,3301
YPL149W,207,4923,2049,5476,488
YPL150W,5131,6502,4558,4662,5794
YPL151C,4984,989,2504,4384,3545
YPL152W,16,910,818,1111,2288
YPL152W-A,1209,157,-2,-2,-2
YPL153C,399,1268,643,3375,217
YPL154C,5075,1694,4940,4861,623
YPL155C,1695,189,609,6603,3955
YPL156C,5056,2851,3510,3620,2148
YPL157W,5473,6340,3742,1748,1973
YPL158C,5624,5193,4335,1187,4784
YPL159C,4893,1154,6389,4944,5176
YPL160W,2345,2649,205,5912,2767
YPL161C,4335,6635,48,238,1365
YPL162C,5027,4133,1413,6162,1159
YPL163C,5426,3913,5715,4286,5556
YPL164C,750,1134,930,5647,1955
YPL165C,2987,3365,2887,3433,1309
YPL166W,4548,1054,6658,2277,6507
YPL167C,6103,3500,3164,344,1489
YPL168W,4100,1140,2492,3296,1798
YPL169C,3863,1450,5782,2602,2944
YPL170W,2754,5431,3995,752,1420
YPL171C,4743,-2,1024,4072,6249
YPL172C,1888,2485,6292,274,3755
YPL173W,1474,5375,3321,4566,657
YPL174C,5071,2897,4061,3955,1559
YPL175W,6234,2600,1507,5057,3508
YPL176C,566,5682,1868,6005,4935
YPL177C,3995,2567,1037,2111,371
YPL178W,4884,4233,5900,3079,2445
YPL179W,2028,5345,5443,3681,3725
YPL180W,2964,5116,3561,3878,4733
YPL181W,5212,847,5456,3104,352
YPL182C,5019,3465,6343,372,2565
YPL183C,314,5033,521,4228,6251
YPL183W-A,5507,5115,161,6169,3321
YPL184C,6500,5126,155,483,3585
YPL185W,6349,-2,-2,-2,-2
YPL186C,6348,5917,4740,3161,984
YPL187W,1983,3854,2185,647,3027
YPL188W,5364,6131,1803,4933,6219
YPL189C-A,2485,3989,3185,4306,4321
YPL189W,374,5919,1994,2723,1243
YPL190C,4555,5374,5731,2887,5011
YPL191C,3613,5050,4051,4561,3996
YPL192C,4819,3331,290,2194,1569
YPL193W,5509,1654,3550,2787,2794
YPL194W,4400,6125,399,1928,6315
YPL195W,3279,2646,564,3499,5616
YPL196W,1407,2595,4173,3690,254
YPL197C,6362,2198,6303,4159,4145
YPL198W,846,298,446,6560,1804
YPL199C,6401,3712,5915,1320,5276
YPL200W,5664,3274,2171,2712,4819
YPL201C,4777,1789,3071,2793,4694
YPL202C,1135,2319,4221,4812,4116
YPL203W,3049,3262,3429,5215,5839
YPL204W,1848,743,1509,818,5330
YPL205C,1439,1771,-2,-2,-2
YPL206C,3181,918,2868,5919,898
YPL207W,4602,2832,2145,5701,4802
YPL208W,1245,1537,216,280,3082
YPL209C,3170,3286,3583,5760,1695
YPL210C,865,6408,6547,4716,3794
YPL211W,5066,1869,2856,1721,1140
YPL212C,5418,5991,1206,807,4278
YPL213W,5900,4984,989,4652,6552
YPL214C,6427,5609,2519,5884,6580
YPL215W,379,2556,170,6664,2064
YPL216W,6055,3417,520,4984,2230
YPL217C,3327,5066,3769,522,4278
YPL218W,3132,6654,975,4311,725
YPL219W,6187,1785,5550,424,2314
YPL220W,846,298,446,6560,1804
YPL221W,6020,2474,6387,4678,6160
YPL222C-A,6387,5683,4964,1815,6354
YPL222W,6386,6385,6354,613,6421
YPL223C,4941,376,993,2910,2864
YPL224C,4893,3037,5510,1252,2203
YPL225W,2836,4828,2921,1973,3975
YPL226W,4984,6251,5954,6200,6465
YPL227C,5732,2611,518,5803,5499
YPL228W,2227,511,512,916,1558
YPL229W,4949,4065,4948,5596,5206
YPL230W,2633,2045,3122,1635,5917
YPL231W,3858,5485,1788,3869,3721
YPL232W,32,6080,2373,4767,1205
YPL233W,39,3216,3607,482,1735
YPL234C,4574,389,2384,965,3748
